@RELATION 'Music feature'
%rows=1
%columns=9770
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Zero-crossing rate' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.15234375,188
0.169921875,189
0.185546875,190
0.208984375,191
0.169921875,192
0.15234375,193
0.068359375,194
0.166015625,195
0.125,196
0.224609375,197
0.095703125,198
0.025390625,199
0.017578125,200
0.033203125,201
0.201171875,202
0.287109375,203
0.240234375,204
0.28515625,205
0.296875,206
0.2421875,207
0.193359375,208
0.044921875,209
0.01953125,210
0.041015625,211
0.173828125,212
0.17578125,213
0.052734375,214
0.01953125,215
0.017578125,216
0.025390625,217
0.23046875,218
0.27734375,219
0.2265625,220
0.205078125,221
0.234375,222
0.19921875,223
0.08984375,224
0.048828125,225
0.0234375,226
0.0390625,227
0.1796875,228
0.119140625,229
0.154296875,230
0.048828125,231
0.208984375,232
0.169921875,233
0.173828125,234
0.2578125,235
0.119140625,236
0.048828125,237
0.095703125,238
0.21484375,239
0.111328125,240
0.080078125,241
0.037109375,242
0.04296875,243
0.12109375,244
0.2109375,245
0.232421875,246
0.306640625,247
0.29296875,248
0.248046875,249
0.169921875,250
0.111328125,251
0.052734375,252
0.099609375,253
0.115234375,254
0.173828125,255
0.08984375,256
0.14453125,257
0.173828125,258
0.173828125,259
0.181640625,260
0.1953125,261
0.26171875,262
0.2890625,263
0.275390625,264
0.25390625,265
0.212890625,266
0.283203125,267
0.23046875,268
0.12109375,269
0.20703125,270
0.083984375,271
0.126953125,272
0.216796875,273
0.30078125,274
0.34375,275
0.146484375,276
0.123046875,277
0.177734375,278
0.193359375,279
0.130859375,280
0.154296875,281
0.111328125,282
0.1640625,283
0.162109375,284
0.298828125,285
0.22265625,286
0.0546875,287
0.1484375,288
0.140625,289
0.14453125,290
0.091796875,291
0.068359375,292
0.146484375,293
0.109375,294
0.060546875,295
0.111328125,296
0.025390625,297
0.080078125,298
0.056640625,299
0.072265625,300
0.166015625,301
0.05078125,302
0.14453125,303
0.197265625,304
0.2734375,305
0.302734375,306
0.08984375,307
0.2109375,308
0.09765625,309
0.134765625,310
0.12109375,311
0.150390625,312
0.052734375,313
0.1171875,314
0.060546875,315
0.109375,316
0.123046875,317
0.0625,318
0.125,319
0.107421875,320
0.173828125,321
0.181640625,322
0.1796875,323
0.103515625,324
0.197265625,325
0.171875,326
0.306640625,327
0.125,328
0.083984375,329
0.095703125,330
0.099609375,331
0.08984375,332
0.169921875,333
0.037109375,334
0.10546875,335
0.177734375,336
0.23828125,337
0.240234375,338
0.0625,339
0.06640625,340
0.064453125,341
0.037109375,342
0.078125,343
0.20703125,344
0.033203125,345
0.181640625,346
0.115234375,347
0.2734375,348
0.236328125,349
0.0703125,350
0.076171875,351
0.06640625,352
0.08984375,353
0.19140625,354
0.1953125,355
0.052734375,356
0.1171875,357
0.103515625,358
0.119140625,359
0.158203125,360
0.03515625,361
0.12890625,362
0.11328125,363
0.111328125,364
0.13671875,365
0.12890625,366
0.056640625,367
0.150390625,368
0.228515625,369
0.251953125,370
0.193359375,371
0.056640625,372
0.16015625,373
0.18359375,374
0.244140625,375
0.24609375,376
0.0625,377
0.08203125,378
0.083984375,379
0.201171875,380
0.26953125,381
0.0546875,382
0.056640625,383
0.05078125,384
0.095703125,385
0.173828125,386
0.171875,387
0.1171875,388
0.15625,389
0.09375,390
0.267578125,391
0.330078125,392
0.046875,393
0.140625,394
0.103515625,395
0.25390625,396
0.17578125,397
0.203125,398
0.068359375,399
0.1328125,400
0.044921875,401
0.12890625,402
0.109375,403
0.109375,404
0.056640625,405
0.1484375,406
0.146484375,407
0.181640625,408
0.185546875,409
0.0625,410
0.09765625,411
0.1875,412
0.177734375,413
0.1796875,414
0.064453125,415
0.0703125,416
0.056640625,417
0.08203125,418
0.07421875,419
0.1484375,420
0.076171875,421
0.150390625,422
0.107421875,423
0.09765625,424
0.205078125,425
0.1015625,426
0.06640625,427
0.072265625,428
0.130859375,429
0.138671875,430
0.2109375,431
0.078125,432
0.19921875,433
0.12890625,434
0.220703125,435
0.287109375,436
0.0546875,437
0.08984375,438
0.162109375,439
0.111328125,440
0.220703125,441
0.1171875,442
0.115234375,443
0.08984375,444
0.185546875,445
0.232421875,446
0.205078125,447
0.076171875,448
0.12109375,449
0.1171875,450
0.25,451
0.197265625,452
0.072265625,453
0.1171875,454
0.111328125,455
0.19140625,456
0.21484375,457
0.056640625,458
0.103515625,459
0.14453125,460
0.197265625,461
0.205078125,462
0.19921875,463
0.0234375,464
0.1171875,465
0.166015625,466
0.158203125,467
0.169921875,468
0.125,469
0.0703125,470
0.123046875,471
0.166015625,472
0.208984375,473
0.228515625,474
0.0703125,475
0.16796875,476
0.091796875,477
0.21875,478
0.25390625,479
0.03515625,480
0.095703125,481
0.05859375,482
0.20703125,483
0.236328125,484
0.21484375,485
0.033203125,486
0.1171875,487
0.12109375,488
0.19921875,489
0.24609375,490
0.04296875,491
0.091796875,492
0.08984375,493
0.146484375,494
0.1796875,495
0.134765625,496
0.068359375,497
0.125,498
0.126953125,499
0.248046875,500
0.099609375,501
0.0546875,502
