@RELATION 'Music feature'
%rows=1
%columns=12922
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Spectral centroid' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
215.32347,571
220.09697,572
182.08238,573
2703.2468,574
3153.7925,575
2076.3042,576
2562.1965,577
1159.0524,578
700.95416,579
504.4548,580
309.52075,581
221.65785,582
341.422,583
1496.9441,584
1522.9523,585
408.41864,586
206.6229,587
201.8556,588
402.28284,589
519.7718,590
961.20465,591
2873.6475,592
2065.008,593
1641.0928,594
1272.8058,595
545.47455,596
223.25638,597
118.4699,598
107.208755,599
93.90128,600
107.84362,601
1416.1825,602
1569.8068,603
937.6956,604
199.04887,605
291.91742,606
323.69766,607
235.167,608
213.07278,609
200.90273,610
2632.6758,611
3451.807,612
2193.1792,613
2367.9883,614
1165.8077,615
747.529,616
467.91965,617
357.48428,618
165.16333,619
429.27737,620
1728.4406,621
1410.9813,622
397.8307,623
198.84543,624
218.15773,625
375.2367,626
614.3609,627
941.79474,628
3110.7444,629
1895.3805,630
1375.5178,631
1183.1519,632
553.9755,633
197.73357,634
117.910576,635
104.00807,636
94.13416,637
110.31613,638
1228.1581,639
1583.7921,640
768.59436,641
191.10873,642
424.28503,643
302.85342,644
247.2048,645
201.81665,646
204.10059,647
2637.3152,648
3313.125,649
2247.3958,650
2235.8896,651
1086.2114,652
711.7155,653
408.3727,654
249.66293,655
231.90427,656
758.02344,657
1962.7136,658
1168.4087,659
311.26077,660
204.62573,661
379.36725,662
262.78635,663
206.83028,664
184.66714,665
2216.042,666
1957.5513,667
1692.8523,668
1835.5548,669
550.2667,670
149.9593,671
118.26838,672
99.856125,673
96.215805,674
134.16748,675
3425.5593,676
2760.61,677
1579.7654,678
940.84155,679
858.05585,680
378.60724,681
243.58508,682
194.85954,683
200.68845,684
2637.3066,685
3291.9988,686
2368.7654,687
2195.3425,688
979.74084,689
525.0067,690
248.33339,691
211.83342,692
161.90137,693
3282.402,694
2579.8455,695
2900.3916,696
2064.2397,697
923.54114,698
1322.9569,699
2158.995,700
1068.2,701
897.5707,702
3068.9402,703
1676.5151,704
1515.3788,705
1802.0594,706
557.39,707
145.20514,708
117.07488,709
98.49392,710
93.30084,711
296.45694,712
3014.485,713
2364.3867,714
1495.3324,715
1022.8508,716
962.8919,717
380.1335,718
228.57808,719
205.44429,720
204.86069,721
2726.4124,722
2847.7698,723
2471.3015,724
1980.6843,725
952.97064,726
477.15115,727
225.89815,728
171.94125,729
220.52676,730
3464.5408,731
3043.4985,732
2875.314,733
1639.6686,734
756.07837,735
1389.5801,736
2076.2256,737
1052.1611,738
967.95935,739
2962.7908,740
1687.3094,741
1430.4977,742
1395.2354,743
546.0405,744
142.13841,745
116.5437,746
97.590866,747
92.689835,748
893.4035,749
2819.8074,750
2173.8237,751
1575.2643,752
1220.2386,753
963.1464,754
383.52805,755
229.0407,756
207.67374,757
217.32683,758
2758.978,759
2783.0908,760
2712.449,761
1858.5881,762
822.18317,763
516.94,764
218.27559,765
233.0441,766
200.82864,767
3564.4517,768
3387.0933,769
2718.5884,770
1378.8252,771
699.0257,772
1459.0953,773
2049.7495,774
1060.7356,775
936.9442,776
2860.3696,777
1782.41,778
1308.7101,779
1149.0321,780
528.8624,781
137.81535,782
116.46164,783
98.02995,784
94.89901,785
1688.7467,786
2571.2864,787
2068.6694,788
1742.4731,789
1451.5441,790
936.80457,791
410.58557,792
228.50812,793
208.15883,794
422.59625,795
2868.8164,796
2494.296,797
2958.887,798
1779.2042,799
754.9712,800
483.94754,801
215.42944,802
163.9104,803
215.12955,804
3589.5654,805
3516.8274,806
2141.2961,807
1088.297,808
692.3688,809
442.49564,810
337.249,811
216.0009,812
200.6263,813
2651.9382,814
2104.1235,815
1358.8544,816
933.96204,817
511.2957,818
131.49905,819
114.92093,820
97.870476,821
96.553566,822
2437.4497,823
2459.061,824
2163.6826,825
1971.886,826
1544.7069,827
853.2361,828
477.21616,829
224.5479,830
206.72032,831
954.0841,832
2854.6904,833
2398.2485,834
3150.2515,835
1571.7225,836
752.9993,837
499.18658,838
224.85185,839
234.80885,840
223.05666,841
3619.5198,842
3392.7996,843
1873.3043,844
998.40643,845
744.0141,846
1792.8378,847
1723.7864,848
955.7815,849
1124.0521,850
2642.0227,851
2418.502,852
1405.5616,853
772.19006,854
455.63065,855
126.79507,856
114.99761,857
97.4284,858
97.27503,859
2955.909,860
2389.808,861
2411.549,862
2144.2822,863
1223.2872,864
710.833,865
458.50986,866
227.34818,867
199.88507,868
1917.8148,869
2797.8704,870
2229.9473,871
3309.699,872
1453.2125,873
756.8865,874
487.79117,875
223.76483,876
193.4643,877
209.52242,878
3469.8892,879
2803.2354,880
1608.3462,881
936.4434,882
832.8037,883
1998.4753,884
1402.491,885
895.6448,886
1239.2223,887
2536.706,888
2361.4834,889
1615.7169,890
640.22943,891
410.2585,892
121.60186,893
115.13264,894
96.61489,895
96.259796,896
3288.0261,897
2509.7505,898
2829.8884,899
2185.0393,900
976.8804,901
598.30023,902
404.88162,903
222.72906,904
191.46124,905
2494.7473,906
2810.973,907
2176.1328,908
3139.6147,909
1385.9442,910
760.6555,911
489.87997,912
237.82755,913
203.72644,914
249.03046,915
3104.0894,916
2433.9346,917
1515.6938,918
1016.7556,919
983.3767,920
2205.1318,921
1139.0065,922
924.66,923
1238.28,924
2509.5837,925
2074.1223,926
1682.3671,927
559.2598,928
337.4383,929
119.082375,930
111.546486,931
96.637924,932
99.59281,933
3320.5757,934
2953.6233,935
2912.48,936
1752.895,937
817.31384,938
515.03296,939
360.589,940
215.13828,941
181.92851,942
2733.0637,943
2936.1567,944
2151.0508,945
2968.7666,946
1234.4836,947
674.95306,948
434.6084,949
248.55182,950
208.07527,951
528.02057,952
2936.6633,953
2087.7039,954
1558.9985,955
1197.3872,956
